,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,y_true,y_predict,y_proba
0,0.0,6.0,4.0,3.0,1169.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,67.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310589571437248
1,1.0,48.0,2.0,3.0,5951.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,22.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5000002327224005
2,3.0,12.0,4.0,6.0,2096.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,49.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.7310587199680482
3,0.0,42.0,2.0,2.0,7882.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,45.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.7310590717331004
4,0.0,24.0,3.0,0.0,4870.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,53.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.499999276459027
5,3.0,36.0,2.0,6.0,9055.0,4.0,2.0,2.0,2.0,0.0,4.0,3.0,35.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7310564523849108
6,3.0,24.0,2.0,2.0,2835.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,53.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.731060398866429
7,1.0,36.0,2.0,1.0,6948.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,35.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.7310569196655263
8,3.0,12.0,2.0,3.0,3059.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,61.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7310564706168665
9,1.0,30.0,4.0,0.0,5234.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,28.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.500003998808288
10,1.0,12.0,2.0,0.0,1295.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,25.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.14291668544229716
11,0.0,48.0,2.0,9.0,4308.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,24.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5000044147466488
12,1.0,12.0,2.0,3.0,1567.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,22.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310583575021027
13,0.0,24.0,4.0,0.0,1199.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,60.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8072690127251573
14,0.0,15.0,2.0,0.0,1403.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,28.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3947797997989919
15,0.0,24.0,2.0,3.0,1282.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,32.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8172041878523133
16,3.0,24.0,4.0,3.0,2424.0,4.0,4.0,4.0,2.0,0.0,4.0,1.0,53.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310593359742606
17,0.0,30.0,0.0,9.0,8072.0,4.0,1.0,2.0,2.0,0.0,3.0,2.0,25.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310595153541299
18,1.0,24.0,2.0,1.0,12579.0,0.0,4.0,4.0,1.0,0.0,2.0,3.0,44.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.4999993483476134
19,3.0,24.0,2.0,3.0,3430.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,31.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.731055551763889
20,3.0,9.0,4.0,0.0,2134.0,0.0,2.0,4.0,2.0,0.0,4.0,2.0,48.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.2262759492324082
21,0.0,6.0,2.0,3.0,2647.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,44.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.7310546048302533
22,0.0,10.0,4.0,0.0,2241.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,48.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.7310596107645664
23,1.0,12.0,4.0,1.0,1804.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,44.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.731060457844007
24,3.0,10.0,4.0,2.0,2069.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,26.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.7310564756930789
25,0.0,6.0,2.0,2.0,1374.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,36.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7310588504832788
26,3.0,6.0,0.0,3.0,426.0,0.0,4.0,4.0,3.0,0.0,4.0,2.0,39.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9760301473724242
27,2.0,12.0,1.0,3.0,409.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,42.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310568446171777
28,1.0,7.0,2.0,3.0,2415.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,34.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310559498901029
29,0.0,60.0,3.0,9.0,6836.0,0.0,4.0,3.0,2.0,0.0,4.0,3.0,63.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5000016178925406
30,1.0,18.0,2.0,9.0,1913.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,36.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.05680899884040297
31,0.0,24.0,2.0,2.0,4020.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,27.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.24296788445738587
32,1.0,18.0,2.0,0.0,5866.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,30.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310560124518186
33,3.0,12.0,4.0,9.0,1264.0,4.0,4.0,4.0,2.0,0.0,4.0,3.0,57.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7310580607322525
34,2.0,12.0,2.0,2.0,1474.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,33.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.017577778939342443
35,1.0,45.0,4.0,3.0,4746.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,25.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6378379445956073
36,3.0,48.0,4.0,6.0,6110.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,31.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310583833738953
37,2.0,18.0,2.0,3.0,2100.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,37.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5000000604699217
38,2.0,10.0,2.0,4.0,1225.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,37.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310590556128499
39,1.0,9.0,2.0,3.0,458.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,24.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310537666211772
40,3.0,30.0,2.0,3.0,2333.0,2.0,4.0,4.0,2.0,0.0,2.0,2.0,30.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.6866492570639469
41,1.0,12.0,2.0,3.0,1158.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,26.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7310589749184703
42,1.0,18.0,3.0,5.0,6204.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,44.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7310597757762821
43,0.0,30.0,4.0,1.0,6187.0,1.0,3.0,1.0,3.0,0.0,4.0,2.0,24.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7310559386777226
44,0.0,48.0,4.0,1.0,6143.0,0.0,4.0,4.0,1.0,0.0,4.0,3.0,58.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.500002245036085
45,3.0,11.0,4.0,0.0,1393.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,35.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.9111349838923049
46,3.0,36.0,2.0,3.0,2299.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,39.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.731058189158057
