,0,1,2,3,y_true,y_predict,y_proba
0,2.0,50.0,12500.0,98.0,1.0,1.0,0.7310631273183907
1,0.0,13.0,3250.0,28.0,1.0,1.0,0.7310448948788444
2,1.0,16.0,4000.0,35.0,1.0,1.0,0.7310478222950949
3,2.0,20.0,5000.0,45.0,1.0,1.0,0.7310599434312472
4,1.0,24.0,6000.0,77.0,0.0,0.0,0.5000174356084374
5,4.0,4.0,1000.0,4.0,0.0,0.0,0.49994694653827865
6,2.0,7.0,1750.0,14.0,1.0,1.0,0.7310155238319024
7,1.0,12.0,3000.0,35.0,0.0,0.0,0.5000610769657272
8,2.0,9.0,2250.0,22.0,1.0,1.0,0.731098742924743
9,5.0,46.0,11500.0,98.0,1.0,1.0,0.731051329105096
10,4.0,23.0,5750.0,58.0,0.0,0.0,0.49999759493872603
11,0.0,3.0,750.0,4.0,0.0,0.0,0.49999911187008267
12,2.0,10.0,2500.0,28.0,1.0,1.0,0.7310381236448005
13,1.0,13.0,3250.0,47.0,0.0,0.0,0.49997923313380105
14,2.0,6.0,1500.0,15.0,1.0,1.0,0.7311061704882015
15,2.0,5.0,1250.0,11.0,1.0,1.0,0.7311040659036259
16,2.0,14.0,3500.0,48.0,1.0,0.0,0.10244239293283
17,2.0,15.0,3750.0,49.0,1.0,0.0,0.15138015843523867
18,2.0,6.0,1500.0,15.0,1.0,1.0,0.7311061704882015
19,2.0,3.0,750.0,4.0,1.0,1.0,0.7310408117385917
20,2.0,3.0,750.0,4.0,1.0,1.0,0.7310408117385917
21,4.0,11.0,2750.0,28.0,0.0,0.0,0.5000265524704564
22,2.0,6.0,1500.0,16.0,1.0,1.0,0.7311001588419476
23,2.0,6.0,1500.0,16.0,1.0,1.0,0.7311001588419476
24,9.0,9.0,2250.0,16.0,0.0,0.0,0.5000038770381613
25,4.0,14.0,3500.0,40.0,0.0,0.0,0.05321921762004338
26,4.0,6.0,1500.0,14.0,0.0,0.0,0.499991693537827
27,4.0,12.0,3000.0,34.0,1.0,1.0,0.999999984601331
28,4.0,5.0,1250.0,11.0,1.0,1.0,0.73110296511768
29,4.0,8.0,2000.0,21.0,0.0,0.0,0.49997313982442837
30,1.0,14.0,3500.0,58.0,0.0,1.0,0.9853503129906624
31,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310613491157161
32,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310613491157161
33,4.0,9.0,2250.0,26.0,1.0,1.0,0.7310518517566991
34,2.0,16.0,4000.0,64.0,0.0,1.0,0.8668619742161209
35,2.0,8.0,2000.0,28.0,1.0,1.0,0.731034560151836
