,0,y_true,y_predict
0,1958.1666666666667,316.1,313.83265027797586
1,1958.25,317.20000000000005,316.0951781848707
2,1958.3333333333333,317.43333333333334,316.11205760339135
3,1958.5,315.625,315.1157664976811
4,1958.5833333333333,314.95000000000005,314.57637854240335
5,1958.6666666666667,313.5,314.68079247440323
6,1958.8333333333333,313.425,315.4581487013272
7,1958.9166666666667,314.7,315.4012040333241
8,1959.0,315.5,316.4878202214274
9,1959.0833333333333,316.7,317.36355050822385
10,1959.1666666666667,316.73333333333335,319.12495476272414
11,1959.25,317.675,319.71680805820733
12,1959.3333333333333,318.325,319.19239772722904
13,1959.4166666666667,318.02500000000003,317.7978192150486
14,1959.5,316.525,315.9808093832687
15,1959.5833333333333,314.9,314.8227638953421
16,1959.6666666666667,313.825,314.46976292581377
17,1959.75,313.4,314.4968998837652
18,1959.8333333333333,314.875,314.873596693529
19,1959.9166666666667,315.52500000000003,315.4377568771217
20,1960.0,316.38,316.15956401259876
21,1960.0833333333333,316.975,317.42850986158885
22,1960.1666666666667,317.575,318.8372551046702
23,1960.25,319.12,319.4426528491621
24,1960.3333333333333,319.925,319.57238325335777
25,1960.4166666666667,319.45,318.24367843784484
26,1960.5,318.06,316.50495544856994
27,1960.5833333333333,315.775,314.6883532693551
28,1960.6666666666667,314.175,314.3961437080025
29,1960.75,313.84000000000003,314.29473155286723
30,1960.8333333333333,315.025,315.241554784281
31,1960.9166666666667,316.2,316.0081219779016
32,1961.0,316.925,316.9878959615538
33,1961.0833333333333,317.65,318.01232698353743
34,1961.1666666666667,318.525,319.55758345655937
35,1961.25,319.41999999999996,320.9568044891752
36,1961.3333333333333,320.475,320.7165625432047
37,1961.4166666666667,319.75,319.4295869298681
38,1961.5,318.32,317.3598666766173
39,1961.5833333333333,316.77500000000003,315.54099295690725
40,1961.6666666666667,315.03999999999996,314.6459149552319
41,1961.75,315.34999999999997,314.65246300993016
42,1961.8333333333333,316.05,315.3952984782444
43,1961.9166666666667,316.98,316.6994363261306
44,1962.0,317.925,317.87817909123487
45,1962.0833333333333,318.625,318.62539296971323
46,1962.1666666666667,319.67999999999995,320.19452713257596
47,1962.25,320.55,321.296063611503
48,1962.3333333333333,320.9,321.759972339804
49,1962.4166666666667,320.50000000000006,320.51476595463555
50,1962.5,319.425,318.1167944331228
51,1962.5833333333333,317.7333333333333,315.97400694608643
52,1962.6666666666667,316.06666666666666,314.97106799131933
53,1962.75,315.475,314.7756442656843
54,1962.8333333333333,316.54999999999995,315.99549710105015
55,1962.9166666666667,317.52500000000003,316.89471207293013
56,1963.0,318.725,317.81952118634007
57,1963.0833333333333,318.96666666666664,318.9243152119054
58,1963.1666666666667,319.86,319.88896627678326
59,1963.25,321.275,321.5766820314133
60,1963.3333333333333,322.09999999999997,321.81014027414113
61,1963.4166666666667,321.4599999999999,320.9695710802999
62,1963.5,319.6,318.9266869126357
63,1963.5833333333333,317.6,316.49824156683115
64,1963.6666666666667,316.15,314.7444719503617
65,1963.75,316.05,315.4582423698877
66,1963.8333333333333,317.0,316.064911475433
67,1963.9166666666667,318.35,317.2083866521882
68,1964.0,319.40000000000003,318.35779001059075
69,1964.3333333333333,322.0,322.5833789157045
70,1964.4166666666667,321.75,321.55622189389777
71,1964.5,320.3,319.7786159013127
72,1964.5833333333333,318.5,317.0792782271467
73,1964.6666666666667,316.6,315.37246280648844
74,1964.75,316.96000000000004,315.6346017656978
75,1964.8333333333333,317.725,317.1169354501986
76,1964.9166666666667,318.67499999999995,317.7075742729271
77,1965.0,319.4,318.7861611061694
78,1965.0833333333333,320.45,319.6628975113567
79,1965.1666666666667,320.92499999999995,321.2154185685147
80,1965.25,322.0,322.2417556252132
81,1965.3333333333333,322.06,323.2088451291565
82,1965.4166666666667,321.775,322.966039683434
83,1965.5,321.0400000000001,320.3461560448146
84,1965.5833333333333,318.725,318.45010063482175
85,1965.6666666666667,317.825,317.24104316952844
86,1965.75,317.34,317.18140174059084
87,1965.8333333333333,318.875,318.1053896813032
88,1965.9166666666667,319.325,319.2809298739743
89,1966.0,320.53999999999996,320.1683699572919
90,1966.0833333333333,321.575,321.2207377998344
91,1966.1666666666667,322.375,322.2189745380498
92,1966.25,323.66,324.1761223227955
93,1966.3333333333333,324.025,325.3679812117513
94,1966.4166666666667,323.7,324.5870119787932
