,0,y_true,y_predict
0,1958.1666666666667,316.1,311.68343199002794
1,1958.25,317.20000000000005,313.81321916733657
2,1958.3333333333333,317.43333333333334,312.97590762505746
3,1958.5,315.625,316.4064928456265
4,1958.5833333333333,314.95000000000005,318.52504454400497
5,1958.6666666666667,313.5,320.3459153313699
6,1958.8333333333333,313.425,317.53985685399726
7,1958.9166666666667,314.7,318.11813529825656
8,1959.0,315.5,318.9373526874502
9,1959.0833333333333,316.7,317.30615628040186
10,1959.1666666666667,316.73333333333335,318.4169730148834
11,1959.25,317.675,314.9870821712466
12,1959.3333333333333,318.325,319.1641657155987
13,1959.4166666666667,318.02500000000003,313.50743087128376
14,1959.5,316.525,312.39488634494893
15,1959.5833333333333,314.9,320.6818350970256
16,1959.6666666666667,313.825,308.09530709725607
17,1959.75,313.4,315.1216175108542
18,1959.8333333333333,314.875,312.63388010917276
19,1959.9166666666667,315.52500000000003,314.44756643190175
20,1960.0,316.38,320.01794479200663
21,1960.0833333333333,316.975,321.752052826789
22,1960.1666666666667,317.575,320.1357320293298
23,1960.25,319.12,318.7323517248947
24,1960.3333333333333,319.925,323.95475406669607
25,1960.4166666666667,319.45,315.6137838556282
26,1960.5,318.06,327.61644950766066
27,1960.5833333333333,315.775,315.80131614095245
28,1960.6666666666667,314.175,321.9473662665547
29,1960.75,313.84000000000003,321.72446039499465
30,1960.8333333333333,315.025,315.2459647494791
31,1960.9166666666667,316.2,325.05708908356684
32,1961.0,316.925,316.5307113227908
33,1961.0833333333333,317.65,313.8021749988949
34,1961.1666666666667,318.525,314.5327173518672
35,1961.25,319.41999999999996,322.9457670275706
36,1961.3333333333333,320.475,320.70550464984456
37,1961.4166666666667,319.75,320.7141719286397
38,1961.5,318.32,318.62593949371274
39,1961.5833333333333,316.77500000000003,320.0263766140509
40,1961.6666666666667,315.03999999999996,321.25210083555083
41,1961.75,315.34999999999997,311.39418865489614
42,1961.8333333333333,316.05,319.67138685311096
43,1961.9166666666667,316.98,314.3575639518202
44,1962.0,317.925,321.3973347704337
45,1962.0833333333333,318.625,319.9908387548187
46,1962.1666666666667,319.67999999999995,317.0025993111181
47,1962.25,320.55,318.83657061107334
48,1962.3333333333333,320.9,321.929682764525
49,1962.4166666666667,320.50000000000006,321.2226659229797
50,1962.5,319.425,320.81757731623935
51,1962.5833333333333,317.7333333333333,327.980937142398
52,1962.6666666666667,316.06666666666666,321.36023520682875
53,1962.75,315.475,318.2135700442789
54,1962.8333333333333,316.54999999999995,326.1357039333313
55,1962.9166666666667,317.52500000000003,313.2632168784139
56,1963.0,318.725,315.5100783320765
57,1963.0833333333333,318.96666666666664,309.57447107712204
58,1963.1666666666667,319.86,315.0319853257278
59,1963.25,321.275,314.069283277706
60,1963.3333333333333,322.09999999999997,315.8425369380525
61,1963.4166666666667,321.4599999999999,317.4505653828462
62,1963.5,319.6,327.8682234559196
63,1963.5833333333333,317.6,322.0352708526905
64,1963.6666666666667,316.15,317.43008173138645
65,1963.75,316.05,320.4234098591713
66,1963.8333333333333,317.0,321.17561684949396
67,1963.9166666666667,318.35,319.3228855978273
68,1964.0,319.40000000000003,319.99557624095024
69,1964.3333333333333,322.0,316.71538865083954
70,1964.4166666666667,321.75,318.43490595056244
71,1964.5,320.3,320.07859097197496
72,1964.5833333333333,318.5,324.4310506891593
73,1964.6666666666667,316.6,328.6294739198745
74,1964.75,316.96000000000004,319.22219239228804
75,1964.8333333333333,317.725,320.2843689912091
76,1964.9166666666667,318.67499999999995,324.07128286490064
77,1965.0,319.4,324.1991961392229
78,1965.0833333333333,320.45,319.84353554921256
79,1965.1666666666667,320.92499999999995,323.1274154705256
80,1965.25,322.0,319.34671823688063
81,1965.3333333333333,322.06,317.7479350564651
82,1965.4166666666667,321.775,324.97696384208166
83,1965.5,321.0400000000001,328.3804104882242
84,1965.5833333333333,318.725,318.6023861675324
85,1965.6666666666667,317.825,311.87278550769634
86,1965.75,317.34,323.7517360171218
87,1965.8333333333333,318.875,326.3951375077498
88,1965.9166666666667,319.325,325.381531545038
89,1966.0,320.53999999999996,321.23086228079734
90,1966.0833333333333,321.575,321.03639912798155
91,1966.1666666666667,322.375,324.64792282962924
92,1966.25,323.66,317.3870813955884
93,1966.3333333333333,324.025,324.00967670403566
94,1966.4166666666667,323.7,315.0675154674857
95,1966.5,322.85,328.01352822531186
96,1966.5833333333333,320.20000000000005,322.3730679408129
97,1966.6666666666667,318.7,329.05029274273033
98,1966.75,318.17999999999995,320.00847065522925
99,1966.8333333333333,319.90000000000003,322.8307133049815
100,1966.9166666666667,321.06,313.99739675998467
101,1967.0,322.4,325.3867872275649
102,1967.0833333333333,322.42499999999995,323.19511079950865
103,1967.1666666666667,323.0,323.7994942449593
104,1967.25,324.28000000000003,327.7658081185395
105,1967.3333333333333,324.95,318.53219008407825
106,1967.4166666666667,324.075,327.9971708856158
107,1967.5,322.48,328.651868914031
108,1967.5833333333333,320.85,325.0765723068757
109,1967.6666666666667,319.3,317.8021009069515
