,0,y_predict
0,1958.1666666666667,317.2340658496987
1,1958.2134634634635,238.3932724744621
2,1958.2602602602603,-137.0975599058597
3,1958.3070570570571,45.62133601774439
4,1958.353853853854,-345.8226764280096
5,1958.4006506506507,347.53655137589715
6,1958.4474474474475,274.9108886592155
7,1958.4942442442443,-227.55071912456484
8,1958.5410410410411,1781.785341735423
9,1958.587837837838,408.2202308582509
10,1958.6346346346347,164.90239414562305
11,1958.6814314314315,78.76484738408469
12,1958.7282282282283,-392.40324760162855
13,1958.7750250250251,-45.63212368986039
14,1958.821821821822,-1006.0393065516545
15,1958.8686186186187,-958.7864257523421
16,1958.9154154154155,-488.2894724946041
17,1958.9622122122123,-167.5373030708974
18,1959.009009009009,-1381.1529885103246
19,1959.055805805806,132.06129301896453
20,1959.1026026026027,-1425.2280900915555
21,1959.1493993993995,-2536.886861601549
22,1959.1961961961963,759.4574653211702
23,1959.242992992993,-298.6144526768605
24,1959.28978978979,-931.2203094041719
25,1959.3365865865867,83.27319814230552
26,1959.3833833833835,339.2181987577129
27,1959.4301801801803,-449.9661788110921
28,1959.476976976977,-322.0794264428887
29,1959.5237737737739,-1487.4807472418374
30,1959.5705705705707,-582.2106750725155
31,1959.6173673673675,926.8185557774407
32,1959.6641641641643,293.9243037196906
33,1959.710960960961,1028.649401240807
34,1959.7577577577579,271.6156309380361
35,1959.8045545545547,1302.3843094187532
36,1959.8513513513515,-584.4980241272217
37,1959.8981481481483,-711.3686231046447
38,1959.944944944945,508.1059246043526
39,1959.9917417417419,-259.83094159446847
40,1960.0385385385387,-558.3251143030577
41,1960.0853353353355,-65.7039149750905
42,1960.1321321321323,2355.693976066621
43,1960.178928928929,-584.7268626074834
44,1960.2257257257259,396.6403122042165
45,1960.2725225225226,669.9304881375608
46,1960.3193193193194,800.6029330373605
47,1960.3661161161162,1800.5368845581743
48,1960.412912912913,-248.66771894478364
49,1960.4597097097098,1740.81713031649
50,1960.5065065065066,864.2118391224392
51,1960.5533033033034,1366.2176566526525
52,1960.6001001001002,186.9057251060759
53,1960.646896896897,431.5768494237173
54,1960.6936936936938,76.05959131166685
55,1960.7404904904906,-530.7997887715849
56,1960.7872872872874,1715.5329275544514
57,1960.8340840840842,-123.64591038062416
58,1960.880880880881,2552.343989406899
59,1960.9276776776778,828.183653096187
60,1960.9744744744746,319.1782715870328
61,1961.0212712712714,2038.013598833403
62,1961.0680680680682,-46.23474148211595
63,1961.114864864865,-1382.4270627838714
64,1961.1616616616618,-578.3277665750745
65,1961.2084584584586,2127.9891167254345
66,1961.2552552552554,-453.9269695047389
67,1961.3020520520522,944.6791104058989
68,1961.348848848849,1515.1623289126314
69,1961.3956456456458,426.5486761351225
70,1961.4424424424426,645.7706920455933
71,1961.4892392392394,-62.754951646272275
72,1961.5360360360362,599.416957070796
73,1961.582832832833,253.49723530457513
74,1961.6296296296298,1004.2334879503211
75,1961.6764264264266,-200.16396700298574
76,1961.7232232232234,1133.91451636821
77,1961.7700200200202,305.6081388388244
78,1961.816816816817,-880.3816476052942
79,1961.8636136136138,-257.47498400092843
80,1961.9104104104106,396.21182517474034
81,1961.9572072072074,2781.5273100658487
82,1962.0040040040042,312.12266786412795
83,1962.050800800801,1543.768417388288
84,1962.0975975975978,3098.0536246670504
85,1962.1443943943946,2387.714820221389
86,1962.1911911911914,695.149530949605
87,1962.2379879879882,590.6884522256984
88,1962.284784784785,1393.6782565444203
89,1962.3315815815818,220.20136971395266
90,1962.3783783783786,1901.439274064271
91,1962.4251751751754,634.735441757527
92,1962.4719719719722,2287.1107208302915
93,1962.518768768769,2163.5107471424512
94,1962.5655655655657,1260.5087309077664
95,1962.6123623623625,2663.3183742405226
96,1962.6591591591593,283.38755220949565
97,1962.7059559559561,1254.4468298301415
98,1962.752752752753,1127.1813171009503
99,1962.7995495495497,897.4770861475935
100,1962.8463463463463,1656.8191340202736
101,1962.893143143143,2241.6528447235273
102,1962.93993993994,803.7865336100477
103,1962.9867367367367,403.38586100082114
104,1963.0335335335335,2827.3805753886913
105,1963.0803303303303,244.26789099628098
106,1963.127127127127,1709.0780271678118
107,1963.173923923924,3266.847121118066
108,1963.2207207207207,1232.5093538515766
109,1963.2675175175175,3047.6777224167104
110,1963.3143143143143,2857.6830197920754
111,1963.361111111111,279.6455863562993
112,1963.4079079079079,-792.0665875222558
113,1963.4547047047047,75.26228147960515
114,1963.5015015015015,594.664196099715
115,1963.5482982982983,-208.39432604645756
116,1963.595095095095,-208.35596244975537
117,1963.6418918918919,1082.7961551685848
118,1963.6886886886887,1963.1437696268645
119,1963.7354854854855,271.7890648502178
120,1963.7822822822823,-34.758967575199925
121,1963.829079079079,258.09584265816045
122,1963.8758758758759,-193.77039218580126
123,1963.9226726726727,856.3394059715896
124,1963.9694694694695,-683.2681277127082
125,1964.0162662662663,148.74728463320446
126,1964.063063063063,1740.7963286887782
127,1964.1098598598599,-398.08826234013617
128,1964.1566566566567,-386.1655913984972
129,1964.2034534534534,975.0282852717611
130,1964.2502502502502,1199.4769478414958
131,1964.297047047047,-210.16047286151118
132,1964.3438438438438,19.81411239519856
133,1964.3906406406406,1588.5234827987201
134,1964.4374374374374,2404.589567166306
135,1964.4842342342342,-264.3811151466671
136,1964.531031031031,-1328.538532513707
137,1964.5778278278278,1174.4933830195885
138,1964.6246246246246,-678.7453445565942
139,1964.6714214214214,-1297.1848159654453
140,1964.7182182182182,-433.76697907419253
141,1964.765015015015,508.32119551872154
142,1964.8118118118118,1455.5115712884617
143,1964.8586086086086,2289.585082749932
144,1964.9054054054054,512.4160999495568
145,1964.9522022022022,197.8867912983346
146,1964.998998998999,2168.654494884914
147,1965.0457957957958,-1405.21098323738
148,1965.0925925925926,26.303283628820758
149,1965.1393893893894,965.0635933593978
150,1965.1861861861862,471.41245954316906
151,1965.232982982983,172.87679155034783
152,1965.2797797797798,102.3724144670239
153,1965.3265765765766,1574.5793071934113
154,1965.3733733733734,-1216.8702106792593
155,1965.4201701701702,52.495487654605974
156,1965.466966966967,-253.28613110413585
157,1965.5137637637638,941.1232496906667
158,1965.5605605605606,663.3814789646943
159,1965.6073573573574,194.45879215485678
160,1965.6541541541542,825.9675478353054
161,1965.700950950951,-1862.577211921058
162,1965.7477477477478,842.3397807464357
163,1965.7945445445446,-1476.4799020623443
164,1965.8413413413414,-938.5541502452363
165,1965.8881381381382,-602.4823601541666
166,1965.934934934935,-364.7713314646164
167,1965.9817317317318,1249.12358780331
168,1966.0285285285286,-421.76688905915944
169,1966.0753253253254,696.9108648392524
170,1966.1221221221222,-1909.6099124821535
171,1966.168918918919,190.3928132516925
172,1966.2157157157158,-1205.3023131985171
173,1966.2625125125126,-2182.589915623318
174,1966.3093093093094,-1223.4575652421247
175,1966.3561061061062,-1717.841616505554
176,1966.402902902903,911.7007365511021
177,1966.4496996996997,-1679.358956210938
178,1966.4964964964965,-515.9806972382621
179,1966.5432932932933,-99.28838657711734
180,1966.5900900900901,-476.95632694360364
181,1966.636886886887,-1728.7560584952014
182,1966.6836836836837,463.2541255846077
183,1966.7304804804805,1569.2658183110136
184,1966.7772772772773,-1477.2159175256213
185,1966.8240740740741,1649.981002351795
186,1966.870870870871,-31.93379854293873
187,1966.9176676676677,137.4358999374158
188,1966.9644644644645,-432.80112166639765
189,1967.0112612612613,-1172.8406301636778
190,1967.0580580580581,-396.7179666594001
191,1967.104854854855,1154.042530810633
192,1967.1516516516517,1621.3285628506615
193,1967.1984484484485,-1347.960016265883
194,1967.2452452452453,1730.6581677874838
195,1967.292042042042,-70.32937500444345
196,1967.338838838839,-228.51904192176252
197,1967.3856356356357,-745.7133284921714
198,1967.4324324324325,-502.7925762084407
199,1967.4792292292293,1419.0620631077932
200,1967.526026026026,-542.1057690809574
201,1967.572822822823,2019.7069546101916
202,1967.6196196196197,1197.9483736414124
203,1967.6664164164165,1275.358772329488
204,1967.7132132132133,-0.44052264844677685
205,1967.76001001001,1639.8336698289365
206,1967.806806806807,1740.7354083302594
207,1967.8536036036037,-98.60552707551207
208,1967.9004004004005,2197.8239719921244
209,1967.9471971971973,-111.56045980890747
210,1967.993993993994,2525.714718516702
211,1968.0407907907909,588.4381105937547
212,1968.0875875875877,-482.4271531105014
213,1968.1343843843845,887.4837640934435
214,1968.1811811811813,-699.6951628720767
215,1968.227977977978,667.1238992218213
216,1968.2747747747749,-405.199148714763
217,1968.3215715715717,803.5131058365564
218,1968.3683683683685,617.2447777497628
219,1968.4151651651653,790.1879683340464
220,1968.461961961962,-153.7501556428261
221,1968.5087587587589,573.1324763597906
222,1968.5555555555557,1106.8437284829633
223,1968.6023523523525,-2325.550869379684
224,1968.6491491491493,1505.432700313039
225,1968.695945945946,2278.171968706108
226,1968.7427427427428,687.7052600560002
227,1968.7895395395396,1153.1380189784509
228,1968.8363363363364,1196.891393400928
229,1968.8831331331332,1072.3064353010093
230,1968.92992992993,484.1969783063605
231,1968.9767267267268,511.9234351974195
232,1969.0235235235236,-321.82836273232317
233,1969.0703203203204,1746.9716560272411
234,1969.1171171171172,1776.541343171867
235,1969.163913913914,715.6260153487035
236,1969.2107107107108,1296.6533611185139
237,1969.2575075075076,741.1832139988396
238,1969.3043043043044,877.6817315805802
239,1969.3511011011012,305.88721848101795
240,1969.397897897898,1402.766705397248
241,1969.4446946946948,1973.728247000306
242,1969.4914914914916,1232.4008821952452
243,1969.5382882882884,1768.7847781801568
244,1969.5850850850852,2365.830635688469
245,1969.631881881882,1942.6547116094478
246,1969.6786786786788,961.3450452294474
247,1969.7254754754756,1802.5147506293201
248,1969.7722722722724,1543.7487471154752
249,1969.8190690690692,2204.397608778444
250,1969.865865865866,2286.7589907211354
251,1969.9126626626628,1724.614827610933
252,1969.9594594594596,2350.357905316046
253,1970.0062562562564,899.7538021291687
254,1970.0530530530532,2314.477936068516
255,1970.09984984985,1406.7645578762076
256,1970.1466466466468,198.70191433811104
257,1970.1934434434436,1273.035794903162
258,1970.2402402402404,1979.319039674651
259,1970.2870370370372,2882.2607764195845
260,1970.333833833834,1232.7172017892628
261,1970.3806306306308,2463.2726387811035
262,1970.4274274274276,1236.6896961875352
263,1970.4742242242244,1956.8584729599306
264,1970.5210210210212,1569.0202137717422
265,1970.567817817818,-951.5588309663591
266,1970.6146146146148,2050.3053114120166
267,1970.6614114114116,1640.1892117434345
268,1970.7082082082084,1475.2891391629826
269,1970.7550050050052,-38.433104956224746
270,1970.801801801802,1953.1684627162008
271,1970.8485985985988,862.1071775512603
272,1970.8953953953956,-1525.2747342150353
273,1970.9421921921924,1349.2468534960628
274,1970.9889889889891,353.91652752058695
275,1971.035785785786,2012.0524200586299
276,1971.0825825825827,-520.8249656888929
277,1971.1293793793795,628.6756658178723
278,1971.1761761761763,1589.5767200948328
279,1971.2229729729731,9.48153477679519
280,1971.26976976977,27.227511383224144
281,1971.3165665665667,-1368.3704821181416
282,1971.3633633633635,3033.323353092767
283,1971.4101601601603,1491.5124150852466
284,1971.4569569569571,1404.6085885440632
285,1971.503753753754,1042.0625921930616
286,1971.5505505505507,1836.3542959337026
287,1971.5973473473475,2389.9009412782148
288,1971.6441441441443,-1027.4947577361418
289,1971.6909409409411,750.6499310617763
290,1971.737737737738,-54.564384311618404
291,1971.7845345345347,1269.628099858654
292,1971.8313313313315,-486.2558999365814
293,1971.8781281281283,776.7949654525808
294,1971.924924924925,1778.809469195388
295,1971.971721721722,-1.8453099692076762
296,1972.0185185185187,843.6915436774295
297,1972.0653153153155,314.4954218492894
298,1972.1121121121123,2359.52995285752
299,1972.1589089089089,-322.8689534210148
300,1972.205705705706,1893.8976725305004
301,1972.2525025025025,1313.2055722581242
302,1972.2992992992993,1199.0113822571052
303,1972.346096096096,2749.3856810027046
304,1972.3928928928929,-636.5766796675309
305,1972.4396896896897,892.8535147036475
306,1972.4864864864865,529.5866104887614
307,1972.5332832832833,2134.5310685346462
308,1972.58008008008,418.9014291624467
309,1972.6268768768768,2370.1961599614715
310,1972.6736736736736,1733.0216244813769
311,1972.7204704704704,238.96910884977837
312,1972.7672672672672,2271.4128050646946
313,1972.814064064064,-2031.387378897742
314,1972.8608608608608,-360.29594413496284
315,1972.9076576576576,-1655.572550817763
316,1972.9544544544544,560.6029235450549
317,1973.0012512512512,200.4475004591499
318,1973.048048048048,-805.1439448948538
319,1973.0948448448448,1349.6094357538384
320,1973.1416416416416,-441.01009328713405
321,1973.1884384384384,1352.2941147241984
322,1973.2352352352352,-1541.3345831938932
323,1973.282032032032,1200.6354483400946
324,1973.3288288288288,443.79872460197384
325,1973.3756256256256,-297.2686676988303
326,1973.4224224224224,1131.1395026421676
