,0,1,2,3,y_true,y_predict,y_proba
0,2.0,50.0,12500.0,98.0,1.0,0.0,0.4647013680391917
1,0.0,13.0,3250.0,28.0,1.0,1.0,0.7310583925250904
2,1.0,16.0,4000.0,35.0,1.0,1.0,0.7310582099223866
3,2.0,20.0,5000.0,45.0,1.0,1.0,0.7310584151876963
4,1.0,24.0,6000.0,77.0,0.0,0.0,0.4999999261526997
5,4.0,4.0,1000.0,4.0,0.0,1.0,0.6224597194015502
6,2.0,7.0,1750.0,14.0,1.0,1.0,0.7310583128349686
7,1.0,12.0,3000.0,35.0,0.0,1.0,0.6432212844648078
8,2.0,9.0,2250.0,22.0,1.0,1.0,0.7310583243715477
9,5.0,46.0,11500.0,98.0,1.0,0.0,0.5413160278323892
10,4.0,23.0,5750.0,58.0,0.0,0.0,0.5000003054502792
11,0.0,3.0,750.0,4.0,0.0,0.0,0.5000010114385404
12,2.0,10.0,2500.0,28.0,1.0,1.0,0.7310585274314286
13,1.0,13.0,3250.0,47.0,0.0,0.0,0.5000002518236545
14,2.0,6.0,1500.0,15.0,1.0,1.0,0.7310576017027819
15,2.0,5.0,1250.0,11.0,1.0,1.0,0.7310578989286264
16,2.0,14.0,3500.0,48.0,1.0,0.0,0.4982296492743903
17,2.0,15.0,3750.0,49.0,1.0,1.0,0.7310584554286794
18,2.0,6.0,1500.0,15.0,1.0,1.0,0.7310576017027819
19,2.0,3.0,750.0,4.0,1.0,1.0,0.7310583685890119
20,2.0,3.0,750.0,4.0,1.0,1.0,0.7310583685890119
21,4.0,11.0,2750.0,28.0,0.0,0.0,0.5000003873549769
22,2.0,6.0,1500.0,16.0,1.0,1.0,0.7310587536562256
23,2.0,6.0,1500.0,16.0,1.0,1.0,0.7310587536562256
24,9.0,9.0,2250.0,16.0,0.0,0.0,0.4999999277963143
25,4.0,14.0,3500.0,40.0,0.0,0.0,0.5241125946151673
26,4.0,6.0,1500.0,14.0,0.0,0.0,0.5000015839819493
27,4.0,12.0,3000.0,34.0,1.0,1.0,0.7310583498397363
28,4.0,5.0,1250.0,11.0,1.0,1.0,0.7310587669500328
29,4.0,8.0,2000.0,21.0,0.0,0.0,0.4999998788355076
30,1.0,14.0,3500.0,58.0,0.0,1.0,0.6988700420413964
31,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310585346166649
32,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310585346166649
33,4.0,9.0,2250.0,26.0,1.0,0.0,0.6085233547624823
34,2.0,16.0,4000.0,64.0,0.0,0.0,0.49999997767154325
35,2.0,8.0,2000.0,28.0,1.0,1.0,0.7310580284095695
36,2.0,12.0,3000.0,47.0,1.0,1.0,0.6563023762559675
37,4.0,6.0,1500.0,16.0,1.0,1.0,0.7310571229046066
38,2.0,14.0,3500.0,57.0,1.0,1.0,0.7310581129492427
39,4.0,7.0,1750.0,22.0,1.0,0.0,0.4293957397514685
40,2.0,13.0,3250.0,53.0,1.0,1.0,0.731058259516306
41,2.0,5.0,1250.0,16.0,0.0,1.0,0.6224593465130145
42,2.0,5.0,1250.0,16.0,1.0,1.0,0.6224593465130145
43,2.0,5.0,1250.0,16.0,0.0,1.0,0.6224593465130145
44,4.0,20.0,5000.0,69.0,1.0,1.0,0.731058433781984
45,4.0,9.0,2250.0,28.0,1.0,1.0,0.7310583735878412
46,2.0,9.0,2250.0,36.0,0.0,0.0,0.4999998867348582
