,0,1,2,3,y_true,y_predict,y_proba
0,2.0,50.0,12500.0,98.0,1.0,1.0,0.7310583085882459
1,0.0,13.0,3250.0,28.0,1.0,1.0,0.7310584600693634
2,1.0,16.0,4000.0,35.0,1.0,1.0,0.7310585635468658
3,2.0,20.0,5000.0,45.0,1.0,1.0,0.7310583568450817
4,1.0,24.0,6000.0,77.0,0.0,0.0,0.5000002453376018
5,4.0,4.0,1000.0,4.0,0.0,1.0,0.731058667682727
6,2.0,7.0,1750.0,14.0,1.0,1.0,0.7123023104376563
7,1.0,12.0,3000.0,35.0,0.0,0.0,0.5000001874558938
8,2.0,9.0,2250.0,22.0,1.0,1.0,0.7310585884399209
9,5.0,46.0,11500.0,98.0,1.0,1.0,0.7310584844865756
10,4.0,23.0,5750.0,58.0,0.0,0.0,0.5000000371641118
11,0.0,3.0,750.0,4.0,0.0,0.0,0.4999999055578837
12,2.0,10.0,2500.0,28.0,1.0,1.0,0.7310587606386639
13,1.0,13.0,3250.0,47.0,0.0,0.0,0.5000002758462663
14,2.0,6.0,1500.0,15.0,1.0,1.0,0.7310579926151293
15,2.0,5.0,1250.0,11.0,1.0,1.0,0.7310581087599447
16,2.0,14.0,3500.0,48.0,1.0,1.0,0.7310582801519263
17,2.0,15.0,3750.0,49.0,1.0,1.0,0.7310582560951759
18,2.0,6.0,1500.0,15.0,1.0,1.0,0.7310579926151293
19,2.0,3.0,750.0,4.0,1.0,1.0,0.731058486780137
20,2.0,3.0,750.0,4.0,1.0,1.0,0.731058486780137
21,4.0,11.0,2750.0,28.0,0.0,0.0,0.5000006863366887
22,2.0,6.0,1500.0,16.0,1.0,1.0,0.7310589367279529
23,2.0,6.0,1500.0,16.0,1.0,1.0,0.7310589367279529
24,9.0,9.0,2250.0,16.0,0.0,0.0,0.5000000273769588
25,4.0,14.0,3500.0,40.0,0.0,0.0,0.5000004509996786
26,4.0,6.0,1500.0,14.0,0.0,0.0,0.5000003300735644
27,4.0,12.0,3000.0,34.0,1.0,1.0,0.7310583996580138
28,4.0,5.0,1250.0,11.0,1.0,1.0,0.731059562683208
29,4.0,8.0,2000.0,21.0,0.0,0.0,0.5000001632601662
30,1.0,14.0,3500.0,58.0,0.0,0.0,0.5000010974725433
31,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310584483815017
32,4.0,10.0,2500.0,28.0,1.0,1.0,0.7310584483815017
33,4.0,9.0,2250.0,26.0,1.0,1.0,0.7310585991223025
34,2.0,16.0,4000.0,64.0,0.0,0.0,0.5000000044579266
35,2.0,8.0,2000.0,28.0,1.0,1.0,0.731058514384994
36,2.0,12.0,3000.0,47.0,1.0,1.0,0.7310585349726662
37,4.0,6.0,1500.0,16.0,1.0,1.0,0.731057639883725
38,2.0,14.0,3500.0,57.0,1.0,1.0,0.7310576907849907
39,4.0,7.0,1750.0,22.0,1.0,1.0,0.7310582029481992
40,2.0,13.0,3250.0,53.0,1.0,1.0,0.7310582815437617
41,2.0,5.0,1250.0,16.0,0.0,1.0,0.5825700526550898
42,2.0,5.0,1250.0,16.0,1.0,1.0,0.5825700526550898
43,2.0,5.0,1250.0,16.0,0.0,1.0,0.5825700526550898
44,4.0,20.0,5000.0,69.0,1.0,1.0,0.7310585064883486
45,4.0,9.0,2250.0,28.0,1.0,1.0,0.6224594669750627
46,2.0,9.0,2250.0,36.0,0.0,0.0,0.49999988255150735
47,2.0,2.0,500.0,2.0,0.0,0.0,0.4999995594018637
48,2.0,2.0,500.0,2.0,0.0,0.0,0.4999995594018637
49,2.0,2.0,500.0,2.0,0.0,0.0,0.4999995594018637
50,2.0,11.0,2750.0,46.0,0.0,1.0,0.6224593032572242
