,0,y_true,y_predict
0,1958.1666666666667,316.1,314.3200202166014
1,1958.25,317.20000000000005,314.94549301332705
2,1958.3333333333333,317.43333333333334,315.8555895608698
3,1958.5,315.625,315.99957246702644
4,1958.5833333333333,314.95000000000005,314.74807436710887
5,1958.6666666666667,313.5,313.63205252153944
6,1958.8333333333333,313.425,314.3672088123488
7,1958.9166666666667,314.7,315.7351765577207
8,1959.0,315.5,316.16739409813164
9,1959.0833333333333,316.7,316.1815165765257
10,1959.1666666666667,316.73333333333335,316.1797158817446
11,1959.25,317.675,316.58859067632625
12,1959.3333333333333,318.325,317.39918570647325
13,1959.4166666666667,318.02500000000003,318.1345851267541
14,1959.5,316.525,317.32818832156863
15,1959.5833333333333,314.9,315.9513500169333
16,1959.6666666666667,313.825,314.6097955344487
17,1959.75,313.4,314.2565374879206
18,1959.8333333333333,314.875,315.29572345187086
19,1959.9166666666667,315.52500000000003,316.4411502821809
20,1960.0,316.38,317.41861203251403
21,1960.0833333333333,316.975,317.19243380072595
22,1960.1666666666667,317.575,317.10958374728216
23,1960.25,319.12,317.240463252536
24,1960.3333333333333,319.925,318.46874443407836
25,1960.4166666666667,319.45,318.88362889848275
26,1960.5,318.06,317.63848045270055
27,1960.5833333333333,315.775,316.0412956876295
28,1960.6666666666667,314.175,314.2151294629263
29,1960.75,313.84000000000003,314.10336596453163
30,1960.8333333333333,315.025,314.87532217948325
31,1960.9166666666667,316.2,316.5733451158251
32,1961.0,316.925,317.4243585626926
33,1961.0833333333333,317.65,317.4771073210987
34,1961.1666666666667,318.525,317.63833571603703
35,1961.25,319.41999999999996,317.978797845425
36,1961.3333333333333,320.475,318.9801984206151
37,1961.4166666666667,319.75,319.32389748372844
38,1961.5,318.32,318.10665159790403
39,1961.5833333333333,316.77500000000003,316.203423262591
40,1961.6666666666667,315.03999999999996,314.61909710500044
41,1961.75,315.34999999999997,314.0850734667437
42,1961.8333333333333,316.05,315.35749590569225
43,1961.9166666666667,316.98,316.9564957438604
44,1962.0,317.925,317.9684501717366
45,1962.0833333333333,318.625,318.4804291962288
46,1962.1666666666667,319.67999999999995,318.5649352985097
47,1962.25,320.55,319.07191223979254
48,1962.3333333333333,320.9,320.00131247171316
49,1962.4166666666667,320.50000000000006,320.46875420490494
